benchmark,library,sourcePath,status,error,sourceFiles,physicalLines,blankLines,commentLines,simpleNloc,lizardStatus,functionCount,functionNlocTotal,avgFunctionNloc,maxFunctionNloc,avgCcn,maxCcn,highCcnFunctions,avgParams,maxParams,avgFunctionLength,maxFunctionLength,complexityPer1kNloc,functionsPer1kNloc,highCcnPer1kNloc,jscpdStatus,jscpdClones,jscpdDuplicatedLines,jscpdDuplicatedTokens,jscpdDuplicatedPercentage,ccccStatus,ccccMetricCount,ccccModuleCount,ccccClassCount,ccccLinesOfCode,ccccLinesOfComment,ccccMcCabeAvg,ccccMcCabeMax,ccccWmcAvg,ccccWmcMax,ccccCboAvg,ccccCboMax,ccccDitAvg,ccccDitMax,ccccNocAvg,ccccNocMax,ccccLcomAvg,ccccLcomMax
SugarScape,MASS,/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/SugarScape/MASS,OK,,4,3744,493,120,3131,OK,60,2752,45.867,266,4.617,26,4,1.567,7,52.417,311,88.47,19.163,1.278,OK,1.0,0.0,0.0,0.0,OK,494,8.0,0.0,3006.0,126.0,20.281,295.0,12.6,33.0,1.667,3.0,1.0,1.0,1.0,1.0,0.0,0.0
