benchmark,library,sourcePath,status,error,sourceFiles,physicalLines,blankLines,commentLines,simpleNloc,lizardStatus,functionCount,functionNlocTotal,avgFunctionNloc,maxFunctionNloc,avgCcn,maxCcn,highCcnFunctions,avgParams,maxParams,avgFunctionLength,maxFunctionLength,complexityPer1kNloc,functionsPer1kNloc,highCcnPer1kNloc,jscpdStatus,jscpdClones,jscpdDuplicatedLines,jscpdDuplicatedTokens,jscpdDuplicatedPercentage,ccccStatus,ccccMetricCount,ccccModuleCount,ccccClassCount,ccccLinesOfCode,ccccLinesOfComment,ccccMcCabeAvg,ccccMcCabeMax,ccccWmcAvg,ccccWmcMax,ccccCboAvg,ccccCboMax,ccccDitAvg,ccccDitMax,ccccNocAvg,ccccNocMax,ccccLcomAvg,ccccLcomMax
SugarScape,HPX,/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/SugarScape/HPX,OK,,2,2331,302,73,1956,OK,44,1789,40.659,204,5.045,29,3,2.159,8,45.932,230,113.497,22.495,1.534,OK,0.0,0.0,0.0,0.0,OK,298,3.0,0.0,1930.0,73.0,24.8,223.0,24.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
