source,xmlPath,metric,rawMetric,value
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[15]/lines_of_code[3],lines_of_code,lines_of_code,410.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[14]/lines_of_comment[4],lines_of_comment,lines_of_comment,1.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[14]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,1.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[14]/lines_of_code[2],lines_of_code,lines_of_code,11.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[13]/lines_of_comment[4],lines_of_comment,lines_of_comment,1.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[13]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,3.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[13]/lines_of_code[2],lines_of_code,lines_of_code,8.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[12]/McCabes_cyclomatic_complexity_per_line_of_comment[6],mccabes_cyclomatic_complexity_per_line_of_comment,McCabes_cyclomatic_complexity_per_line_of_comment,8.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[12]/lines_of_code_per_line_of_comment[5],lines_of_code_per_line_of_comment,lines_of_code_per_line_of_comment,28.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[12]/lines_of_comment[4],lines_of_comment,lines_of_comment,1.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[12]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,8.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[12]/lines_of_code[2],lines_of_code,lines_of_code,28.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[11]/lines_of_code_per_line_of_comment[5],lines_of_code_per_line_of_comment,lines_of_code_per_line_of_comment,70.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[11]/lines_of_comment[4],lines_of_comment,lines_of_comment,1.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[11]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[11]/lines_of_code[2],lines_of_code,lines_of_code,70.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[10]/lines_of_comment[4],lines_of_comment,lines_of_comment,1.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[10]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,1.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[10]/lines_of_code[2],lines_of_code,lines_of_code,19.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[9]/lines_of_code_per_line_of_comment[5],lines_of_code_per_line_of_comment,lines_of_code_per_line_of_comment,24.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[9]/lines_of_comment[4],lines_of_comment,lines_of_comment,1.0
